Num_incidente	Servicio	Tipo_Servicio	Torre
INC002000034276	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034277	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000034278	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000034279	BART	Petici¢n de serv. por el usuario	ESS
INC002000034280	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034281	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000034282	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034283	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034284	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000034285	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034286	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000034287	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034288	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034289	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034290	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034291	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034292	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034293	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034294	TEAMS	Restauraci¢n de servicio a usuario	ESS
INC002000034295	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034296	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000034297	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000034298	vMANAGE	Petici¢n de serv. por el usuario	INFRA
INC002000034299	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034300	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034301	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034302	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000034303	DHCP GLOBAL LAN/DHCP	Petici¢n de serv. por el usuario	INFRA
INC002000034304	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034305	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034306	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034307	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000034308	GLOBAL CTI	Restauraci¢n de servicio a usuario	ESS
INC002000034309	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034310	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000034311	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000034312	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000034313	TEAMS	Restauraci¢n de servicio a usuario	ESS
INC002000034314	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034315	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034316	ONEDRIVE	Restauraci¢n de servicio a usuario	ESS
INC002000034317	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034318	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000034319	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034320	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034321	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034322	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034323	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000034324	SECURITY INCIDENT	Restauraci¢n de servicio a usuario	SEGURIDAD
INC002000034325	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034326	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000034327	LOGOS	Petici¢n de serv. por el usuario	ESS
INC002000034328	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000034329	ARAMIS	Petici¢n de serv. por el usuario	BSS
INC002000034330	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034331	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034332	TACACS AAA	Restauraci¢n de servicio a usuario	INFRA
INC002000034333	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034334	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034335	CONCILIATION TOOL	Restauraci¢n de servicio a usuario	BSS
INC002000034336	ALCHEMY	Petici¢n de serv. por el usuario	OSS
INC002000034337	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000034338	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000034339	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034340	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034341	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034342	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000034343	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034344	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000034345	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000034346	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000034347	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034348	CUSTOMER WEB PORTAL	Petici¢n de serv. por el usuario	BSS
INC002000034349	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034350	SPLUNK	Petici¢n de serv. por el usuario	ESS
INC002000034351	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034352	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000034353	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034354	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034355	CISCO - NSO TAIL-F	Restauraci¢n de servicio a usuario	OSS
INC002000034356	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034357	INFOBLOX	Petici¢n de serv. por el usuario	INFRA
INC002000034358	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034359	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000034360	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034361	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034362	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034363	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034364	SPLUNK	Restauraci¢n de servicio a usuario	ESS
INC002000034365	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000034366	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034367	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034368	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034369	GENERAL SERVICES	Petici¢n de serv. por el usuario	SERVICIOS GENERALES
INC002000034370	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034371	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034372	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034373	OFFICE 365	Petici¢n de serv. por el usuario	ESS
INC002000034374	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034375	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034376	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034377	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034378	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034379	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034380	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034381	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034382	MAQUINA DE SALTO	Petici¢n de serv. por el usuario	OSS
INC002000034383	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000034384	vMANAGE	Petici¢n de serv. por el usuario	INFRA
INC002000034385	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034386	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034387	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034388	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000034389	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034390	BART	Petici¢n de serv. por el usuario	ESS
INC002000034391	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034392	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034393	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034394	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000034395	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034396	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000034397	CUSTOMER WEB PORTAL	Petici¢n de serv. por el usuario	BSS
INC002000034398	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000034399	BART	Petici¢n de serv. por el usuario	ESS
INC002000034400	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034401	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034402	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034403	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034404	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000034405	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000034406	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000034407	OMI PLATAFORMAS	Petici¢n de serv. por el usuario	OSS
INC002000034408	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000034409	ALCHEMY	Petici¢n de serv. por el usuario	OSS
INC002000034410	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034411	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000034412	MAQUINA DE SALTO	Restauraci¢n de servicio a usuario	OSS
INC002000034413	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034414	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000034415	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034416	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000034417	SERVICIOS DE BACKUP	Restauraci¢n de servicio a usuario	INFRA
INC002000034418	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034419	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000034420	BI_EN_TNA	Petici¢n de serv. por el usuario	BSS
INC002000034421	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034422	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000034423	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034424	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034425	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034426	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000034427	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034428	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034429	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034430	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000034431	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034432	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000034433	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000034434	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000034435	FAST RBM	Restauraci¢n de servicio a usuario	BSS
INC002000034436	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000034437	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000034438	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034439	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034440	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034441	SAP AMERICA	Petici¢n de serv. por el usuario	BSS
INC002000034442	OPERATIONS ORCHESTRATOR	Petici¢n de serv. por el usuario	OSS
INC002000034443	GLOBAL CTI	Restauraci¢n de servicio a usuario	ESS
INC002000034444	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000034445	TELARIX	Petici¢n de serv. por el usuario	BSS
INC002000034446	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034447	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000034448	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034449	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034450	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034451	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034452	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034453	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034454	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034455	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034456	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034457	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034458	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034459	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034460	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034501	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034502	GLOBAL SAP	Restauraci¢n de servicio a usuario	ESS
INC002000034503	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034504	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034505	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000034506	TACACS AAA	Restauraci¢n de servicio a usuario	INFRA
INC002000034507	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034508	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034601	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034602	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034603	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000034604	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034605	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034606	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000034607	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034608	SUGUS	Restauraci¢n de servicio a usuario	ESS
INC002000034609	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034610	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034611	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034612	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034613	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034614	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034615	OMI RED	Petici¢n de serv. por el usuario	OSS
INC002000034616	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034617	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034618	BART	Petici¢n de serv. por el usuario	ESS
INC002000034619	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034620	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034621	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034622	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000034623	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034624	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034625	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000034626	ESB (JBOSS-FUSE)	Petici¢n de serv. por el usuario	BSS
INC002000034627	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034628	TRAFUL	Restauraci¢n de servicio a usuario	BSS
INC002000034629	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034630	MAQUINA DE SALTO	Restauraci¢n de servicio a usuario	OSS
INC002000034631	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000034632	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000034634	MONITORING SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000034635	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034636	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034637	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000034638	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000034639	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000034640	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034641	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000034642	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034643	DUNA	Restauraci¢n de servicio a usuario	ESS
INC002000034644	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034645	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034646	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000034647	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000034648	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000034649	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000034650	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000034651	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034652	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034653	LOGOS	Petici¢n de serv. por el usuario	ESS
INC002000034654	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034655	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034656	NNMI	Petici¢n de serv. por el usuario	OSS
INC002000034657	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034658	BI_EN_TNA	Petici¢n de serv. por el usuario	BSS
INC002000034659	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000034660	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034661	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000034662	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034663	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
INC002000034664	OPERATIONS ORCHESTRATOR	Restauraci¢n de servicio a usuario	OSS
INC002000034665	INFRASTRUCTURE CROSS SYSTEM	Restauraci¢n de servicio a usuario	INFRA
INC002000034666	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034667	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000034668	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000034669	ESB (JBOSS-FUSE)	Restauraci¢n de servicio a usuario	BSS
INC002000034670	OMI PLATAFORMAS	Restauraci¢n de servicio a usuario	OSS
INC002000034671	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034672	GENERAL SERVICES	Petici¢n de serv. por el usuario	SERVICIOS GENERALES
INC002000034673	VPN	Restauraci¢n de servicio a usuario	INFRA
INC002000034674	CISCO - NSO TAIL-F	Restauraci¢n de servicio a usuario	OSS
INC002000034675	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034676	PANGEA	Petici¢n de serv. por el usuario	OSS
INC002000034677	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000034678	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034679	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034680	ESB (JBOSS-FUSE)	Restauraci¢n de servicio a usuario	BSS
INC002000034681	INFINITY - SALESFORCE	Restauraci¢n de servicio a usuario	BSS
INC002000034682	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034683	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034684	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034685	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034686	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034687	INFINITY - SALESFORCE	Petici¢n de serv. por el usuario	BSS
INC002000034688	OMI RED	Restauraci¢n de servicio a usuario	OSS
INC002000034689	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034690	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034691	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034692	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034693	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034694	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034695	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034696	BI_EN	Petici¢n de serv. por el usuario	BSS
INC002000034697	LOGOS	Petici¢n de serv. por el usuario	ESS
INC002000034698	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034699	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034700	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034701	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034702	BART	Petici¢n de serv. por el usuario	ESS
INC002000034703	BART	Petici¢n de serv. por el usuario	ESS
INC002000034704	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034705	VPN CONNECT	Restauraci¢n de servicio a usuario	INFRA
INC002000034706	DATAWAREHOUSE-POWERCENTER-BO	Restauraci¢n de servicio a usuario	BSS
INC002000034707	SOLARWINDS	Petici¢n de serv. por el usuario	OSS
INC002000034708	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034709	DUNA	Petici¢n de serv. por el usuario	ESS
INC002000034710	FAST RBM	Petici¢n de serv. por el usuario	BSS
INC002000034711	GLOBAL SAP	Petici¢n de serv. por el usuario	ESS
INC002000034712	NSIM	Restauraci¢n de servicio a usuario	OSS
INC002000034713	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034714	ROUTE EXPLORER (REX)	Petici¢n de serv. por el usuario	OSS
INC002000034715	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034716	WORKPLACE	Restauraci¢n de servicio a usuario	ESS
INC002000034717	vMANAGE	Petici¢n de serv. por el usuario	INFRA
INC002000034718	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034719	TELARIX	Restauraci¢n de servicio a usuario	BSS
INC002000034720	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000034721	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034722	GENERAL SERVICES	Petici¢n de serv. por el usuario	SERVICIOS GENERALES
INC002000034723	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034724	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034725	BI_EN	Restauraci¢n de servicio a usuario	BSS
INC002000034726	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034727	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034728	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034729	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000034730	PANGEA	Restauraci¢n de servicio a usuario	OSS
INC002000034731	TABLEAU	Petici¢n de serv. por el usuario	BSS
INC002000034732	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034733	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034734	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034735	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000034736	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034737	CORPORATE EMAIL	Petici¢n de serv. por el usuario	ESS
INC002000034738	VPN CONNECT	Petici¢n de serv. por el usuario	INFRA
INC002000034739	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034740	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034741	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034742	TEAMS	Restauraci¢n de servicio a usuario	ESS
INC002000034743	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034744	SUGUS	Petici¢n de serv. por el usuario	ESS
INC002000034745	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034746	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034747	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034748	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034749	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034750	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000034751	REMEDY ON DEMAND	Petici¢n de serv. por el usuario	BSS
INC002000034752	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034753	NSIM	Petici¢n de serv. por el usuario	OSS
INC002000034754	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034755	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034756	TACACS AAA	Petici¢n de serv. por el usuario	INFRA
INC002000034757	DNS	Petici¢n de serv. por el usuario	INFRA
INC002000034758	WORKPLACE	Petici¢n de serv. por el usuario	ESS
INC002000034759	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034760	FAST ORDERING (TOMS)	Petici¢n de serv. por el usuario	BSS
INC002000034761	OFFICE 365	Restauraci¢n de servicio a usuario	ESS
INC002000034762	DATAWAREHOUSE-POWERCENTER-BO	Petici¢n de serv. por el usuario	BSS
INC002000034763	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034764	ALCHEMY	Restauraci¢n de servicio a usuario	OSS
INC002000034765	INFRASTRUCTURE CROSS SYSTEM	Petici¢n de serv. por el usuario	INFRA
INC002000034766	REMEDY ON DEMAND	Restauraci¢n de servicio a usuario	BSS
INC002000034767	FAST ORDERING (TOMS)	Restauraci¢n de servicio a usuario	BSS
INC002000034768	NNMI	Petici¢n de serv. por el usuario	OSS
INC002000034769	SOLARWINDS	Restauraci¢n de servicio a usuario	OSS
